,Data,Vencimento,DU,Delta_1,Delta_10,Delta_25,Delta_37,Delta_50,Delta_63,Delta_75,Delta_90,Delta_99,Ibov_fut,DI_fut,CDI,SELIC,Last,Open,High,Close
24,2016-11-09,2016-11-16,4,24.80440542332861,26.95797530975275,28.393079565422845,29.268136716106376,30.16310808714431,31.107032853346013,32.13553061037189,34.1009724233506,37.95812689868137,63592.1,13.882,13.88,13.9,63258.27,64157.44,64358.32,61794.36
25,2016-11-09,2016-12-14,24,19.910344981624288,20.39026791835043,21.07310710833082,21.595069393770785,22.19865886571156,22.90288628366509,23.74085194836213,25.522439048480123,29.600160405669406,63974.0,13.761,13.88,13.9,63258.27,64157.44,64358.32,61794.36
26,2016-11-09,2017-01-18,49,20.465432647899878,19.474131245865053,19.73524289154617,20.152041400929285,20.747125984774602,21.539213347641635,22.576551371770957,25.01832607455926,31.41490950737932,64710.05609794002,13.594515123886497,13.88,13.9,63258.27,64157.44,64358.32,61794.36
27,2016-11-09,2017-02-15,69,18.482414016081183,18.526431535250172,19.13082342689553,19.666276411892188,20.325258317532047,21.129782903684628,22.123054573352565,24.328870373882648,29.719252728593016,65305.0,13.492,13.88,13.9,63258.27,64157.44,64358.32,61794.36
28,2016-11-09,2017-04-12,107,16.80009147710616,17.72953647051398,18.662041108728925,19.32605851121621,20.070526753859564,20.921080799244464,21.91846145094614,24.013045590185012,28.77992432007019,66396.0,13.235,13.88,13.9,63258.27,64157.44,64358.32,61794.36
29,2016-11-09,2017-06-14,149,21.994311549060512,19.656995561905447,19.627797656698245,19.831984824993754,20.176122569791907,20.69607427791197,21.477907768858127,23.60573923455377,26.20337981032207,67533.0,12.929,13.88,13.9,63258.27,64157.44,64358.32,61794.36
30,2016-11-09,2017-08-16,193,22.118083967361606,19.67620371224059,19.613538558883064,19.80188946691634,20.12914596218252,20.628305966856715,21.382578278298762,23.46245833414287,26.15836165874497,68635.0,12.635,13.88,13.9,63258.27,64157.44,64358.32,61794.36
31,2016-11-09,2017-10-18,236,22.224066797352858,19.69276769733905,19.600222122438133,19.774704583270108,20.087355138857674,20.568663756603197,21.299278696642435,23.33599025714648,26.113358181610238,69751.0,12.395999999999999,13.88,13.9,63258.27,64157.44,64358.32,61794.36
32,2016-11-09,2017-12-13,274,22.309127394983086,19.70679460129921,19.5895223371882,19.752718237662208,20.053609870901717,20.520648090805484,21.23237254383639,23.233393094815256,26.073890234984002,70721.0,12.200999999999999,13.88,13.9,63258.27,64157.44,64358.32,61794.36
33,2016-11-09,2018-02-14,315,22.393997210601807,19.721812151621197,19.579212119312984,19.731019443446385,20.020164207035123,20.47304199828432,21.166055979356308,23.130734150799988,26.03199702658457,71780.0,12.04,13.88,13.9,63258.27,64157.44,64358.32,61794.36
34,2016-11-09,2018-04-18,359,22.478677484905358,19.7380836411936,19.56953479424495,19.709847533029496,19.98725710347132,20.426091669460227,21.100586553748148,23.02838618035821,25.987984188395785,72930.0,11.902999999999999,13.88,13.9,63258.27,64157.44,64358.32,61794.36
35,2016-11-09,2018-06-13,397,22.54738448609715,19.752388850887197,19.56225976823989,19.693139990512627,19.961011678043764,20.38850850851305,21.048089985388287,22.945581690000843,25.95076533179964,73928.0,11.800999999999998,13.88,13.9,63258.27,64157.44,64358.32,61794.36
36,2016-11-10,2016-11-16,3,30.994011437280715,34.12935562923614,36.30610936891013,37.66224542870311,39.06978411359053,40.575329841552794,42.23882866118036,45.47991216855525,52.05468094721469,61813.21,13.884,13.88,13.9,61200.96,63260.76,63903.15,60553.18
37,2016-11-10,2016-12-14,23,21.304214178834783,22.067075771245857,22.958984824807505,23.616051847335548,24.36371386019179,25.226336637195736,26.244443803988336,28.392459135829547,33.27662358841377,61888.0,13.767000000000001,13.88,13.9,61200.96,63260.76,63903.15,60553.18
38,2016-11-10,2017-01-18,48,20.364783013194245,20.35790547333085,21.002588588387955,21.58367855792785,22.303230976140227,23.185212689750422,24.277261786549808,26.709596825959515,32.674411973409434,62601.92763674086,13.611338736132627,13.88,13.9,61200.96,63260.76,63903.15,60553.18
39,2016-11-10,2017-02-15,68,23.035227135531635,20.69657681534925,20.734664236439894,21.186534698452093,21.927394491046442,22.98150156681781,24.422829307095594,27.970508075069784,37.8745454337726,63179.0,13.512,13.88,13.9,61200.96,63260.76,63903.15,60553.18
40,2016-11-10,2017-04-12,106,21.60069102107352,19.96496848313664,20.163662370497423,20.638257105205625,21.355145289962334,22.338197442918037,23.652667469170694,26.82025885269185,35.431729341532716,64242.0,13.28,13.88,13.9,61200.96,63260.76,63903.15,60553.18
41,2016-11-10,2017-06-14,148,23.466303920431532,20.92958904097032,20.88296856578381,21.09288171390291,21.451225297350906,21.994829552240848,22.81396778234921,25.056386741780447,27.86763170559424,65357.0,13.001,13.88,13.9,61200.96,63260.76,63903.15,60553.18
42,2016-11-10,2017-08-16,192,23.61449750576867,20.958794885518735,20.87355358296918,21.065453238097685,21.404760309396806,21.92504497244954,22.71330669449527,24.900931564261562,27.822410721564665,66433.0,12.710999999999999,13.88,13.9,61200.96,63260.76,63903.15,60553.18
43,2016-11-10,2017-10-18,235,23.739736141869802,20.982892972388075,20.863098444770007,21.03919532180953,21.36201161505597,21.862262227423354,22.624016304725966,24.76224170539354,27.77441571175589,67528.0,12.482999999999999,13.88,13.9,61200.96,63260.76,63903.15,60553.18
44,2016-11-10,2017-12-13,273,23.839385616593066,21.002665501764568,20.854221234276334,21.017437055343187,21.32696506614593,21.811195667160067,22.55178867984797,24.64917716635682,27.73116876109271,68488.0,12.306,13.88,13.9,61200.96,63260.76,63903.15,60553.18
45,2016-11-10,2018-02-14,314,23.93821666672011,21.0233592196164,20.8455117709127,20.99571055498018,21.29195298310152,21.760285417694828,22.479921963895322,24.535745124521785,27.684551237907723,69537.0,12.16,13.88,13.9,61200.96,63260.76,63903.15,60553.18
46,2016-11-10,2018-04-18,358,24.03626995714149,21.045382675110886,20.83734938330963,20.97438855726068,21.25734645755984,21.709906902406143,22.40881107531095,24.422489414864696,27.63502953705029,70682.0,12.044,13.88,13.9,61200.96,63260.76,63903.15,60553.18
47,2016-11-10,2018-06-13,396,24.11547607975081,21.064500017018872,20.831313729195248,20.957537525391672,21.22968775282061,21.669512782682446,22.35172548020273,24.3307999177705,27.59284849424148,71694.0,11.972000000000001,13.88,13.9,61200.96,63260.76,63903.15,60553.18
48,2016-11-11,2016-11-16,2,51.240531790807324,42.1897235903429,42.372058560651006,44.082560512661466,46.89691900754711,50.95629228576011,56.62863506151004,71.21390869269531,116.39755605572628,59500.45,13.879000000000001,13.88,13.9,59183.51,61198.71,61626.4,58920.95
49,2016-11-11,2016-12-14,22,28.261669199732967,25.807239906132523,26.13196358601945,26.862872953774556,27.96077362919189,29.464868229123763,31.478920191661445,36.356130167074795,49.7935835510919,59585.0,13.775,13.88,13.9,59183.51,61198.71,61626.4,58920.95
50,2016-11-11,2017-01-18,47,22.428792006925864,22.444881917095326,23.245333982820515,23.96268649760767,24.84993721602435,25.937557955603648,27.285521735834852,30.295649437048287,37.72958551288779,60275.14,13.647,13.88,13.9,59183.51,61198.71,61626.4,58920.95
51,2016-11-11,2017-02-15,67,19.93404672063997,21.238284551580666,22.425098518345624,23.24635001033608,24.153346139427715,25.177148446541878,26.365321192293976,28.82976071649564,34.33750393895609,60833.0,13.548,13.88,13.9,59183.51,61198.71,61626.4,58920.95
52,2016-11-11,2017-04-12,105,25.03535837284289,22.407501744091867,22.385839923044838,22.62424894062861,23.022658021945976,23.622968573617978,24.524313229449028,26.96711321623298,29.89328779221978,61868.0,13.349,13.88,13.9,59183.51,61198.71,61626.4,58920.95
53,2016-11-11,2017-06-14,147,25.24238584766863,22.45882276831253,22.38851009933569,22.60407390334877,22.97822644786721,23.54873656287964,24.410685810034924,26.786525731658926,29.86033970460995,62951.0,13.075999999999999,13.88,13.9,59183.51,61198.71,61626.4,58920.95
54,2016-11-11,2017-08-16,191,25.417171889857865,22.49716480087955,22.38151587542233,22.57623268122189,22.928548334602976,23.47246165478282,24.29923175182922,26.611031376669413,29.809033019701037,63998.0,12.792,13.88,13.9,59183.51,61198.71,61626.4,58920.95
55,2016-11-11,2017-10-18,234,25.564000509621106,22.52885546240577,22.372539103507734,22.548939068747128,22.88233227292949,23.403410992305,24.20002149072389,26.454186121954994,29.753514071053356,65060.0,12.561,13.88,13.9,59183.51,61198.71,61626.4,58920.95
56,2016-11-11,2017-12-13,272,25.680364616273433,22.55486396308698,22.364744150963816,22.52619014372613,22.84432678101439,23.34715256103664,24.119710717022834,26.326306341143212,29.70306600502227,65988.0,12.378,13.88,13.9,59183.51,61198.71,61626.4,58920.95
57,2016-11-11,2018-02-14,313,25.79530485993018,22.58207189086534,22.357176606819852,22.50348558161932,22.80635619794339,23.29107029527223,24.039830361543864,26.198094357660022,29.648425897175922,67008.0,12.235999999999999,13.88,13.9,59183.51,61198.71,61626.4,58920.95
58,2016-11-11,2018-04-18,357,25.9089279190812,22.611008479361786,22.350319387151107,22.48129580419117,22.76888712802248,23.23563262248173,23.960865399276372,26.070210370780845,29.59018504625421,68123.0,12.122,13.88,13.9,59183.51,61198.71,61626.4,58920.95
59,2016-11-11,2018-06-13,395,26.000416614115238,22.63610595957289,22.34552075893589,22.463871316613226,22.73901858988211,23.19125153235291,23.897553227216118,25.966788001023826,29.54044930389501,69100.0,12.043,13.88,13.9,59183.51,61198.71,61626.4,58920.95
60,2016-11-16,2016-12-14,20,24.85792589681375,23.845938616991877,24.397034808638374,25.07764467851399,26.001829617047342,27.201165125788563,28.748966705490066,32.35330013119582,41.74681638127088,61363.0,13.772,13.88,13.9,60759.32,59658.5,60915.21,59363.83
61,2016-11-16,2017-01-18,45,21.58628525256837,21.790471781903335,22.70412395604046,23.48908088640306,24.44576863698316,25.608020285053268,27.04007303292581,30.222793837817218,38.06169966828242,62081.86,13.639000000000001,13.88,13.9,60759.32,59658.5,60915.21,59363.83
62,2016-11-16,2017-02-15,65,21.246203849585854,21.32283912443028,22.154141902812828,22.888489779105054,23.792627128811212,24.898281641756498,26.267011589899035,29.323133231954646,36.88918653561426,62663.0,13.544,13.88,13.9,60759.32,59658.5,60915.21,59363.83
63,2016-11-16,2017-04-12,103,25.2304030317464,22.5833744686679,22.56200814368641,22.80251531417889,23.2042982908024,23.8096275427597,24.71845444219071,27.18111701935414,30.1288412991562,63716.0,13.349,13.88,13.9,60759.32,59658.5,60915.21,59363.83
64,2016-11-16,2017-06-14,145,25.43722303933464,22.63148713427655,22.560377059453465,22.77747663334594,23.15437540384665,23.729111717257194,24.59747488650465,26.99119393335424,30.089350235648464,64842.0,13.106,13.88,13.9,60759.32,59658.5,60915.21,59363.83
65,2016-11-16,2017-08-16,189,25.61263812880497,22.668040154094342,22.55065569150247,22.746454151838414,23.101028002602106,23.64856272630277,24.48093557517496,26.809003586822648,30.03343443531777,65937.0,12.849,13.88,13.9,60759.32,59658.5,60915.21,59363.83
66,2016-11-16,2017-10-18,232,25.760447511856903,22.69878715022061,22.53992870890216,22.71703989081289,23.052305542787515,23.57653722083342,24.378126156625513,26.64725309492497,29.97456389537547,67049.0,12.637,13.88,13.9,60759.32,59658.5,60915.21,59363.83
67,2016-11-16,2017-12-13,270,25.87776674074121,22.724355292848486,22.531036762466105,22.69290471407659,23.012620250592605,23.51824995521383,24.295324253726,26.515877317178827,29.921716351236693,68015.0,12.457,13.88,13.9,60759.32,59658.5,60915.21,59363.83
68,2016-11-16,2018-02-14,311,25.993800651049238,22.75136063773971,22.52259817019877,22.669043710720874,22.97321105075753,23.46039826891684,24.213241600828045,26.384483814945263,29.86486549372785,69084.0,12.325999999999999,13.88,13.9,60759.32,59658.5,60915.21,59363.83
69,2016-11-16,2018-04-18,355,26.10859207532485,22.78029886801961,22.51505973072199,22.64588947286029,22.934503299784414,23.40340740212924,24.132313985373926,26.25369943219994,29.804564209916872,70252.0,12.222000000000001,13.88,13.9,60759.32,59658.5,60915.21,59363.83
70,2016-11-16,2018-06-13,393,26.201026295020714,22.805534938997887,22.509828202892102,22.62780197215762,22.90375279815636,23.35789699583075,24.06755466943652,26.1480849945292,29.753229737689253,71270.0,12.142999999999999,13.88,13.9,60759.32,59658.5,60915.21,59363.83
71,2016-11-17,2016-12-14,19,25.465506787342363,23.65037646303436,23.616847403783122,23.917802879317087,24.43254993472472,25.17398122899517,26.18879764132198,28.661793809144122,35.314923229973786,60205.0,13.767999999999999,13.88,13.9,59770.47,60762.94,61492.74,59745.66
72,2016-11-17,2017-01-18,44,21.93611119536073,21.28035472189881,21.84065874114837,22.46547790564943,23.292691245747925,24.350769723123225,25.70297475139398,28.821499403149215,36.85517035622722,60910.58,13.628,13.88,13.9,59770.47,60762.94,61492.74,59745.66
73,2016-11-17,2017-02-15,64,21.17595933699763,20.709792479811952,21.349452457881995,22.011253632644273,22.86965498924253,23.954844485102075,25.331193809300927,28.48405845051455,36.55605549907511,61481.0,13.544,13.88,13.9,59770.47,60762.94,61492.74,59745.66
74,2016-11-17,2017-04-12,102,21.674414793145267,20.824338831229635,21.350525064876592,21.869290842403824,22.527103458831157,23.36107836703082,24.447485683030553,27.02619198114548,31.675802384355187,62517.0,13.359000000000002,13.88,13.9,59770.47,60762.94,61492.74,59745.66
75,2016-11-17,2017-06-14,144,24.747521653189324,22.042117712771873,21.981913935924243,22.197669184188275,22.569359640001498,23.13481118220807,23.98811710794689,26.33309526368976,29.32535728177756,63623.0,13.117,13.88,13.9,59770.47,60762.94,61492.74,59745.66
76,2016-11-17,2017-08-16,188,24.92064332269365,22.08149966452766,21.97745048109937,22.17296797720337,22.52340637242014,23.06293083642231,23.881946797337154,26.165289448363186,29.280268424772657,64692.0,12.843,13.88,13.9,59770.47,60762.94,61492.74,59745.66
77,2016-11-17,2017-10-18,231,25.065031549893323,22.113105566531893,21.96982899518844,22.147599639265547,22.479648562384686,22.99693526823831,23.786567794795705,26.014363377398706,29.22937165451005,65783.0,12.630999999999998,13.88,13.9,59770.47,60762.94,61492.74,59745.66
78,2016-11-17,2017-12-13,269,25.17904101463502,22.13856292710261,21.96274039368291,22.126044090273343,22.443282032054405,22.94280694048211,23.70901910428075,25.890936090145267,29.18239398713923,66739.0,12.464,13.88,13.9,59770.47,60762.94,61492.74,59745.66
79,2016-11-17,2018-02-14,310,25.29140962287785,22.164866020066253,21.955610453460398,22.104287273068614,22.40671979971013,22.88863170424521,23.63168023315666,25.76694998062521,29.131102974934038,67787.0,12.331,13.88,13.9,59770.47,60762.94,61492.74,59745.66
80,2016-11-17,2018-04-18,354,25.402353048993987,22.19258351749886,21.948962926617245,22.082841795763674,22.370469048983068,22.83491689869152,23.555072592953373,25.643115929487976,29.07614238240059,68936.0,12.228,13.88,13.9,59770.47,60762.94,61492.74,59745.66
81,2016-11-17,2018-06-13,392,25.49155508371769,22.216476429566693,21.94418461480382,22.065890469375525,22.34146942651933,22.791820947986718,23.493560759452524,25.542864588715034,29.029075427679338,69953.0,12.168,13.88,13.9,59770.47,60762.94,61492.74,59745.66
82,2016-11-18,2016-12-14,18,22.190107516314445,22.58404956500978,23.47765941090662,24.20735418289499,25.077525935408612,26.117461730085967,27.38097391041248,30.139602689866038,36.73526766581209,60455.0,13.758,13.88,13.9,59961.76,59770.33,60193.29,59327.34
83,2016-11-18,2017-01-18,43,21.74996215650184,21.27498592582816,21.91079516671985,22.570646865843617,23.427034689048625,24.50974436877729,25.882565424153306,29.02464413711711,37.049268897728865,61163.9,13.620999999999999,13.88,13.9,59961.76,59770.33,60193.29,59327.34
84,2016-11-18,2017-02-15,63,21.77643157291202,21.047270977226656,21.5712053612879,22.17655254481481,22.985350009571306,24.02530843141941,25.35903584134851,28.445405634868155,36.42768417509593,61737.0,13.546,13.88,13.9,59961.76,59770.33,60193.29,59327.34
85,2016-11-18,2017-04-12,101,22.081262699467175,21.282957427829388,21.656071946290467,22.042800802537386,22.564210589061986,23.28168256187383,24.305691172357914,26.895989098902657,29.512874030187973,62775.0,13.347999999999999,13.88,13.9,59961.76,59770.33,60193.29,59327.34
86,2016-11-18,2017-06-14,143,22.182545230805317,21.289627303249297,21.630483408380318,21.998571885769714,22.497792806670986,23.186154268005343,24.171121376202798,26.707090867257648,29.48655118234457,63882.0,13.092,13.88,13.9,59961.76,59770.33,60193.29,59327.34
87,2016-11-18,2017-08-16,187,22.264489766875187,21.28647704077594,21.597518557555304,21.94879432428025,22.428240170684152,23.090798283856202,24.040959975409358,26.52313362748827,29.441199326247457,64959.0,12.833,13.88,13.9,59961.76,59770.33,60193.29,59327.34
88,2016-11-18,2017-10-18,230,22.332992166334908,21.28109664454314,21.565606624262728,21.902278906745778,22.364754465143054,23.005301552066165,23.9256808942082,26.358334938213382,29.39108616265003,66044.0,12.602,13.88,13.9,59961.76,59770.33,60193.29,59327.34
89,2016-11-18,2017-12-13,268,22.387932976232975,21.276383340045875,21.538981689600412,21.86384880301376,22.312755750235738,22.93580653403297,23.832476098277773,26.223622522593367,29.345182424876846,66995.0,12.425999999999998,13.88,13.9,59961.76,59770.33,60193.29,59327.34
90,2016-11-18,2018-02-14,309,22.44331810236678,21.272062084881327,21.51223863476844,21.825259896618267,22.26069333689339,22.866470650451447,23.739723694352506,26.088185500229876,29.295244723543874,68047.0,12.296,13.88,13.9,59961.76,59770.33,60193.29,59327.34
91,2016-11-18,2018-04-18,353,22.499601199559613,21.268621004801393,21.485830451620135,21.786956468913566,22.20900716069082,22.797736168549818,23.64788357476755,25.952691379989126,29.24184845651326,69198.0,12.196,13.88,13.9,59961.76,59770.33,60193.29,59327.34
92,2016-11-18,2018-06-13,391,22.546274517129437,21.266733756001486,21.464833219970398,21.75623840476419,22.167465069787802,22.742490978380378,23.57408169124028,25.842795174630737,29.196145540408928,70210.0,12.13,13.88,13.9,59961.76,59770.33,60193.29,59327.34
93,2016-11-23,2016-12-14,15,23.70478809688627,22.273422592385675,22.52304106669555,23.0083109624996,23.72247011863507,24.688117377892198,25.9660351985192,29.00677417349009,37.09165596154916,62377.0,13.700999999999999,13.88,13.9,61985.91,61955.55,62046.15,61233.53
94,2016-11-23,2017-01-18,40,20.323093121602746,20.44494563754405,21.20851260593701,21.8730200335196,22.68611752123054,23.675751550006307,24.89575957689209,27.60471877614821,34.24553070937793,63104.17,13.565,13.88,13.9,61985.91,61955.55,62046.15,61233.53
95,2016-11-23,2017-02-15,60,20.318527619761078,20.253817404197108,20.95069030699854,21.590036050677966,22.387492786570625,23.37053550045805,24.594054947443663,27.339034488954358,34.1623111872189,63692.0,13.46,13.88,13.9,61985.91,61955.55,62046.15,61233.53
96,2016-11-23,2017-04-12,98,18.68025392278933,19.322110807191965,20.28427826540944,21.031504902855875,21.905460485325985,22.937284813314534,24.18118658065547,26.881745350321626,33.33921128844069,64744.0,13.202,13.88,13.9,61985.91,61955.55,62046.15,61233.53
97,2016-11-23,2017-06-14,140,24.233381330850534,21.61051989867702,21.561196971269965,21.777370486597647,22.14676102661543,22.70729413408845,23.55207673834229,25.86567860111247,28.77179031231207,65862.0,12.915999999999999,13.88,13.9,61985.91,61955.55,62046.15,61233.53
98,2016-11-23,2017-08-16,184,24.389204100298233,21.6373846741044,21.545903133574036,21.74238350180531,22.090946931293736,22.625955987205092,23.436919362138724,25.69012597439723,28.71534654579592,66941.0,12.620999999999999,13.88,13.9,61985.91,61955.55,62046.15,61233.53
99,2016-11-23,2017-10-18,227,24.521419970260467,21.660612498089904,21.531546679361785,21.710845901379805,22.041489292078047,22.554734060759078,23.336893620416962,25.53605553159287,28.658567463280644,68029.0,12.374,13.88,13.9,61985.91,61955.55,62046.15,61233.53
100,2016-11-23,2017-12-13,265,24.626873821544,21.6803606663234,21.52018652897823,21.685525075336045,22.001785678221502,22.49770842996441,23.256985839489055,25.41166720206093,28.60867986397353,68984.0,12.187999999999999,13.88,13.9,61985.91,61955.55,62046.15,61233.53
101,2016-11-23,2018-02-14,306,24.731562840606784,21.70157192922489,21.509499776311717,21.660756804794808,21.96267529545367,22.44146143502804,23.17815881644492,25.287716415841714,28.555708649510063,70025.0,12.035,13.88,13.9,61985.91,61955.55,62046.15,61233.53
102,2016-11-23,2018-04-18,350,24.835522964858683,21.72461044719968,21.499806037918464,21.636845723032824,21.924451958839196,22.38628027218511,23.100701416042284,25.16464333133625,28.500033387390445,71161.0,11.912,13.88,13.9,61985.91,61955.55,62046.15,61233.53
103,2016-11-23,2018-06-13,388,24.919508470629808,21.744898166798528,21.49282193744511,21.618185652132524,21.894163334036428,22.342323708307966,23.03884869766989,25.06541245078552,28.452952956140518,72162.0,11.833,13.88,13.9,61985.91,61955.55,62046.15,61233.53
104,2016-11-24,2016-12-14,14,24.250749510247267,22.172597659664465,22.30742463914794,22.623249998287072,23.10645022866084,23.812740547800786,24.85295066202525,27.483445200050486,29.83434818685055,61763.0,13.69,13.88,13.9,61395.53,61998.99,62104.92,61392.18
105,2016-11-24,2017-01-18,39,19.419810538586162,20.110874832691287,20.95651013453864,21.58650189081933,22.30770017333702,23.14407980301884,24.135938334001608,26.242145057781645,31.086248459872827,62483.53,13.561,13.88,13.9,61395.53,61998.99,62104.92,61392.18
106,2016-11-24,2017-02-15,59,19.141200811281642,19.816609935167524,20.690378548834733,21.349373163924266,22.108582223115558,22.99368195008708,24.04833581979225,26.30206949061469,31.541724382587557,63066.0,13.462,13.88,13.9,61395.53,61998.99,62104.92,61392.18
