,Data do Pregao,Ativo,DU,Taxa,Fixo/Movel
10892,20170102,IBOVESPA,1,59666.0,F
10893,20170102,IBOVESPA,10,59883.87,M
10894,20170102,IBOVESPA,12,59927.54,M
10895,20170102,IBOVESPA,18,60058.75,M
10896,20170102,IBOVESPA,20,60102.54,M
10897,20170102,IBOVESPA,21,60124.45,M
10898,20170102,IBOVESPA,22,60146.37,F
10899,20170102,IBOVESPA,25,60212.18,F
10900,20170102,IBOVESPA,32,60366.0,M
10901,20170102,IBOVESPA,36,60468.94,M
10902,20170102,IBOVESPA,38,60520.47,M
10903,20170102,IBOVESPA,39,60546.25,M
10904,20170102,IBOVESPA,40,60572.05,M
10905,20170102,IBOVESPA,42,60623.67,F
10906,20170102,IBOVESPA,44,60675.33,M
10907,20170102,IBOVESPA,50,60830.59,M
10908,20170102,IBOVESPA,51,60856.51,M
10909,20170102,IBOVESPA,52,60882.43,M
10910,20170102,IBOVESPA,56,60986.25,M
10911,20170102,IBOVESPA,62,61142.3,M
10912,20170102,IBOVESPA,63,61168.35,F
10913,20170102,IBOVESPA,70,61351.0,M
10914,20170102,IBOVESPA,72,61400.36,M
10915,20170102,IBOVESPA,79,61573.45,M
10916,20170102,IBOVESPA,80,61598.21,M
10917,20170102,IBOVESPA,81,61622.99,F
10918,20170102,IBOVESPA,90,61846.42,M
10919,20170102,IBOVESPA,102,62145.59,M
10920,20170102,IBOVESPA,103,62170.58,F
10921,20170102,IBOVESPA,112,62396.0,M
10922,20170102,IBOVESPA,113,62419.04,M
10923,20170102,IBOVESPA,122,62626.82,M
10924,20170102,IBOVESPA,123,62649.95,M
10925,20170102,IBOVESPA,124,62673.08,F
10926,20170102,IBOVESPA,134,62904.92,M
10927,20170102,IBOVESPA,143,63114.32,M
10928,20170102,IBOVESPA,144,63137.62,F
10929,20170102,IBOVESPA,145,63160.94,M
10930,20170102,IBOVESPA,155,63394.59,M
10931,20170102,IBOVESPA,156,63418.0,M
10932,20170102,IBOVESPA,166,63639.51,F
10933,20170102,IBOVESPA,167,63661.7,M
10934,20170102,IBOVESPA,168,63683.91,M
10935,20170102,IBOVESPA,172,63772.79,M
10936,20170102,IBOVESPA,177,63884.07,M
10937,20170102,IBOVESPA,181,63973.23,M
10938,20170102,IBOVESPA,187,64107.2,F
10939,20170102,IBOVESPA,188,64129.56,M
10940,20170102,IBOVESPA,197,64331.12,M
10941,20170102,IBOVESPA,198,64353.56,M
10942,20170102,IBOVESPA,199,64376.0,M
10943,20170102,IBOVESPA,207,64573.6,F
10944,20170102,IBOVESPA,208,64598.34,M
10945,20170102,IBOVESPA,209,64623.09,M
10946,20170102,IBOVESPA,218,64846.28,M
10947,20170102,IBOVESPA,226,65045.32,F
10948,20170102,IBOVESPA,228,65095.18,M
10949,20170102,IBOVESPA,229,65120.12,M
10950,20170102,IBOVESPA,230,65145.07,F
10951,20170102,IBOVESPA,237,65320.0,M
10952,20170102,IBOVESPA,239,65365.74,M
10953,20170102,IBOVESPA,241,65411.5,M
10954,20170102,IBOVESPA,246,65526.06,M
10955,20170102,IBOVESPA,247,65549.0,F
10956,20170102,IBOVESPA,249,65594.89,M
10957,20170102,IBOVESPA,258,65801.82,M
10958,20170102,IBOVESPA,268,66032.51,F
10959,20170102,IBOVESPA,270,66078.74,M
10960,20170102,IBOVESPA,278,66264.0,M
10961,20170102,IBOVESPA,279,66287.23,M
10962,20170102,IBOVESPA,286,66450.09,F
10963,20170102,IBOVESPA,289,66520.01,M
10964,20170102,IBOVESPA,299,66753.61,M
10965,20170102,IBOVESPA,308,66964.55,F
10966,20170102,IBOVESPA,310,67011.51,M
10967,20170102,IBOVESPA,320,67246.84,M
10968,20170102,IBOVESPA,322,67294.0,M
10969,20170102,IBOVESPA,329,67459.99,F
10970,20170102,IBOVESPA,331,67507.49,M
10971,20170102,IBOVESPA,340,67721.65,M
10972,20170102,IBOVESPA,349,67936.49,F
10973,20170102,IBOVESPA,360,68200.0,M
10974,20170102,IBOVESPA,369,68420.57,F
10975,20170102,IBOVESPA,373,68518.83,M
10976,20170102,IBOVESPA,383,68765.09,M
10977,20170102,IBOVESPA,391,68962.74,F
10978,20170102,IBOVESPA,395,69061.78,M
10979,20170102,IBOVESPA,405,69310.0,M
10980,20170102,IBOVESPA,413,69511.32,F
10981,20170102,IBOVESPA,418,69637.44,M
10982,20170102,IBOVESPA,427,69865.04,M
10983,20170102,IBOVESPA,430,69941.07,M
10984,20170102,IBOVESPA,432,69991.81,F
10985,20170102,IBOVESPA,437,70118.8,M
10986,20170102,IBOVESPA,446,70347.97,M
10987,20170102,IBOVESPA,448,70399.0,M
10988,20170102,IBOVESPA,453,70528.47,F
10989,20170102,IBOVESPA,468,70918.33,M
10990,20170102,IBOVESPA,473,71048.76,F
10991,20170102,IBOVESPA,486,71389.0,M
10992,20170102,IBOVESPA,490,71389.0,M
10993,20170102,IBOVESPA,494,71389.0,F
10994,20170102,IBOVESPA,499,71389.0,M
10995,20170102,IBOVESPA,508,71389.0,M
10996,20170102,IBOVESPA,513,71389.0,F
10997,20170102,IBOVESPA,531,71389.0,M
10998,20170102,IBOVESPA,535,71389.0,F
10999,20170102,IBOVESPA,541,71389.0,M
11000,20170102,IBOVESPA,549,71389.0,M
11001,20170102,IBOVESPA,555,71389.0,F
11002,20170102,IBOVESPA,560,71389.0,M
11003,20170102,IBOVESPA,570,71389.0,M
11004,20170102,IBOVESPA,574,71389.0,F
11005,20170102,IBOVESPA,581,71389.0,M
11006,20170102,IBOVESPA,590,71389.0,M
11007,20170102,IBOVESPA,595,71389.0,F
11008,20170102,IBOVESPA,616,71389.0,F
11009,20170102,IBOVESPA,622,71389.0,M
11010,20170102,IBOVESPA,632,71389.0,M
11011,20170102,IBOVESPA,637,71389.0,F
11012,20170102,IBOVESPA,655,71389.0,M
11013,20170102,IBOVESPA,658,71389.0,F
11014,20170102,IBOVESPA,677,71389.0,M
11015,20170102,IBOVESPA,680,71389.0,F
11016,20170102,IBOVESPA,688,71389.0,M
11017,20170102,IBOVESPA,698,71389.0,M
11018,20170102,IBOVESPA,702,71389.0,F
11019,20170102,IBOVESPA,721,71389.0,F
11020,20170102,IBOVESPA,743,71389.0,F
11021,20170102,IBOVESPA,752,71389.0,M
11022,20170102,IBOVESPA,761,71389.0,M
11023,20170102,IBOVESPA,763,71389.0,F
11024,20170102,IBOVESPA,784,71389.0,F
11025,20170102,IBOVESPA,792,71389.0,M
11026,20170102,IBOVESPA,802,71389.0,M
11027,20170102,IBOVESPA,803,71389.0,F
11028,20170102,IBOVESPA,814,71389.0,M
11029,20170102,IBOVESPA,823,71389.0,M
11030,20170102,IBOVESPA,824,71389.0,F
11031,20170102,IBOVESPA,843,71389.0,M
11032,20170102,IBOVESPA,875,71389.0,M
11033,20170102,IBOVESPA,885,71389.0,M
11034,20170102,IBOVESPA,898,71389.0,M
11035,20170102,IBOVESPA,908,71389.0,M
