,Data do Pregao,Ativo,DU,Taxa,Fixo/Movel
540,20030102,IBOVESPA,1,11527.0,
541,20030102,IBOVESPA,22,11789.97,
542,20030102,IBOVESPA,42,12017.16,
543,20030102,IBOVESPA,62,12245.72,
544,20030102,IBOVESPA,81,12470.38,
545,20030102,IBOVESPA,102,12729.53,
546,20030102,IBOVESPA,123,12995.0,
547,20030102,IBOVESPA,144,13273.81,
548,20030102,IBOVESPA,166,13572.47,
549,20030102,IBOVESPA,186,13850.2,
550,20030102,IBOVESPA,208,14175.92,
551,20030102,IBOVESPA,230,14510.86,
552,20030102,IBOVESPA,250,14822.27,
553,20030102,IBOVESPA,270,15157.76,
554,20030102,IBOVESPA,290,15503.73,
555,20030102,IBOVESPA,312,15893.86,
556,20030102,IBOVESPA,330,16239.29,
557,20030102,IBOVESPA,352,16677.68,
558,20030102,IBOVESPA,373,17106.53,
559,20030102,IBOVESPA,394,17572.13,
560,20030102,IBOVESPA,415,18057.09,
561,20030102,IBOVESPA,436,18554.58,
562,20030102,IBOVESPA,457,19079.27,
563,20030102,IBOVESPA,475,19545.85,
564,20030102,IBOVESPA,497,20131.87,
565,20030102,IBOVESPA,519,20751.17,
566,20030102,IBOVESPA,538,21306.14,
567,20030102,IBOVESPA,559,21940.86,
568,20030102,IBOVESPA,580,22603.5,
569,20030102,IBOVESPA,601,23291.26,
570,20030102,IBOVESPA,620,23935.28,
571,20030102,IBOVESPA,642,24691.98,
572,20030102,IBOVESPA,664,25471.62,
573,20030102,IBOVESPA,684,26205.81,
574,20030102,IBOVESPA,704,26968.22,
575,20030102,IBOVESPA,724,27760.08,
576,20030102,IBOVESPA,746,28652.28,
577,20030102,IBOVESPA,766,29496.18,
578,20030102,IBOVESPA,788,30453.88,
579,20030102,IBOVESPA,808,31351.55,
580,20030102,IBOVESPA,828,32282.61,
581,20030102,IBOVESPA,992,41313.08,
582,20030102,IBOVESPA,1239,59969.24,
583,20030102,IBOVESPA,1487,87212.37,
584,20030102,IBOVESPA,1734,126600.55,
540,20030103,IBOVESPA,1,11648.0,
541,20030103,IBOVESPA,21,11841.29,
542,20030103,IBOVESPA,41,12083.63,
543,20030103,IBOVESPA,62,12307.32,
544,20030103,IBOVESPA,81,12534.79,
545,20030103,IBOVESPA,101,12777.8,
546,20030103,IBOVESPA,122,13038.59,
