,Data do Pregao,Ativo,DU,Taxa,Fixo/Movel
5775,20110103,DIxPRE,1,10.64,F
5776,20110103,DIxPRE,10,10.81,M
5777,20110103,DIxPRE,21,10.82,M
5778,20110103,DIxPRE,22,10.831,F
5779,20110103,DIxPRE,31,10.897,M
5780,20110103,DIxPRE,41,10.937,M
5781,20110103,DIxPRE,44,10.98,F
5782,20110103,DIxPRE,49,11.04,M
5783,20110103,DIxPRE,62,11.15,M
5784,20110103,DIxPRE,63,11.161,F
5785,20110103,DIxPRE,72,11.245,M
5786,20110103,DIxPRE,81,11.31,M
5787,20110103,DIxPRE,82,11.321,F
5788,20110103,DIxPRE,91,11.408,M
5789,20110103,DIxPRE,103,11.501,M
5790,20110103,DIxPRE,104,11.508,F
5791,20110103,DIxPRE,113,11.563,M
5792,20110103,DIxPRE,124,11.62,M
5793,20110103,DIxPRE,125,11.626,F
5794,20110103,DIxPRE,134,11.676,M
5795,20110103,DIxPRE,145,11.729,F
5796,20110103,DIxPRE,155,11.771,M
5797,20110103,DIxPRE,167,11.815,F
5798,20110103,DIxPRE,177,11.846,M
5799,20110103,DIxPRE,188,11.877,F
5800,20110103,DIxPRE,189,11.88,M
5801,20110103,DIxPRE,198,11.906,M
5802,20110103,DIxPRE,208,11.932,F
5803,20110103,DIxPRE,218,11.955,M
5804,20110103,DIxPRE,227,11.975,F
5805,20110103,DIxPRE,249,12.017,F
5806,20110103,DIxPRE,251,12.02,M
5807,20110103,DIxPRE,261,12.043,M
5808,20110103,DIxPRE,271,12.064,F
5809,20110103,DIxPRE,289,12.099,F
5810,20110103,DIxPRE,311,12.135,F
5811,20110103,DIxPRE,314,12.14,M
5812,20110103,DIxPRE,323,12.154,M
5813,20110103,DIxPRE,332,12.166,F
5814,20110103,DIxPRE,352,12.192,F
5815,20110103,DIxPRE,372,12.216,F
5816,20110103,DIxPRE,376,12.22,M
5817,20110103,DIxPRE,386,12.224,M
5818,20110103,DIxPRE,394,12.226,F
5819,20110103,DIxPRE,416,12.233,F
5820,20110103,DIxPRE,435,12.239,F
5821,20110103,DIxPRE,440,12.24,M
5822,20110103,DIxPRE,449,12.235,M
5823,20110103,DIxPRE,456,12.231,F
5824,20110103,DIxPRE,476,12.222,F
5825,20110103,DIxPRE,497,12.212,F
5826,20110103,DIxPRE,502,12.21,M
5827,20110103,DIxPRE,511,12.212,M
5828,20110103,DIxPRE,516,12.213,F
5829,20110103,DIxPRE,536,12.216,F
5830,20110103,DIxPRE,558,12.219,F
5831,20110103,DIxPRE,562,12.22,M
5832,20110103,DIxPRE,572,12.211,M
5833,20110103,DIxPRE,577,12.207,F
5834,20110103,DIxPRE,593,12.194,M
5835,20110103,DIxPRE,598,12.19,F
5836,20110103,DIxPRE,619,12.174,F
5837,20110103,DIxPRE,625,12.17,M
5838,20110103,DIxPRE,635,12.162,M
5839,20110103,DIxPRE,640,12.158,F
5840,20110103,DIxPRE,661,12.141,F
5841,20110103,DIxPRE,683,12.126,F
5842,20110103,DIxPRE,691,12.12,M
5843,20110103,DIxPRE,701,12.107,M
