,Data do Pregao,Ativo,DU,Taxa,Fixo/Movel
10752,20150102,IBOVESPA,1,48623.0,F
10753,20150102,IBOVESPA,9,48706.15,M
10754,20150102,IBOVESPA,20,48807.97,M
10755,20150102,IBOVESPA,21,48817.23,F
10756,20150102,IBOVESPA,23,48835.77,F
10757,20150102,IBOVESPA,31,48910.0,M
10758,20150102,IBOVESPA,37,49039.06,M
10759,20150102,IBOVESPA,38,49060.6,M
10760,20150102,IBOVESPA,39,49082.16,M
10761,20150102,IBOVESPA,40,49103.72,F
10762,20150102,IBOVESPA,44,49190.06,M
10763,20150102,IBOVESPA,49,49298.2,M
10764,20150102,IBOVESPA,53,49384.89,M
10765,20150102,IBOVESPA,54,49406.58,M
10766,20150102,IBOVESPA,60,49536.95,M
10767,20150102,IBOVESPA,61,49558.71,M
10768,20150102,IBOVESPA,62,49580.48,F
10769,20150102,IBOVESPA,70,49755.0,M
10770,20150102,IBOVESPA,79,49957.69,M
10771,20150102,IBOVESPA,80,49980.27,M
10772,20150102,IBOVESPA,81,50002.85,F
10773,20150102,IBOVESPA,90,50206.55,M
10774,20150102,IBOVESPA,100,50433.87,M
10775,20150102,IBOVESPA,101,50456.65,F
10776,20150102,IBOVESPA,110,50662.21,M
10777,20150102,IBOVESPA,112,50708.0,M
10778,20150102,IBOVESPA,114,50754.0,M
10779,20150102,IBOVESPA,120,50892.26,M
10780,20150102,IBOVESPA,121,50915.34,M
10781,20150102,IBOVESPA,122,50938.42,F
10782,20150102,IBOVESPA,132,51169.9,M
10783,20150102,IBOVESPA,143,51425.73,M
10784,20150102,IBOVESPA,144,51449.05,F
10785,20150102,IBOVESPA,145,51472.38,M
10786,20150102,IBOVESPA,152,51636.0,M
10787,20150102,IBOVESPA,155,51706.52,M
10788,20150102,IBOVESPA,164,51918.65,M
10789,20150102,IBOVESPA,165,51942.27,F
10790,20150102,IBOVESPA,166,51965.9,M
10791,20150102,IBOVESPA,170,52060.55,M
10792,20150102,IBOVESPA,175,52179.1,M
10793,20150102,IBOVESPA,178,52250.36,M
10794,20150102,IBOVESPA,180,52297.92,M
10795,20150102,IBOVESPA,185,52417.01,F
10796,20150102,IBOVESPA,186,52440.86,M
10797,20150102,IBOVESPA,187,52464.72,M
10798,20150102,IBOVESPA,195,52656.0,M
10799,20150102,IBOVESPA,196,52680.08,M
10800,20150102,IBOVESPA,206,52921.49,F
10801,20150102,IBOVESPA,207,52945.69,M
10802,20150102,IBOVESPA,208,52969.9,M
10803,20150102,IBOVESPA,217,53188.31,M
10804,20150102,IBOVESPA,227,53432.04,F
10805,20150102,IBOVESPA,228,53456.48,M
10806,20150102,IBOVESPA,230,53505.38,F
10807,20150102,IBOVESPA,238,53701.44,M
10808,20150102,IBOVESPA,239,53726.0,M
10809,20150102,IBOVESPA,241,53774.15,M
10810,20150102,IBOVESPA,246,53894.72,F
10811,20150102,IBOVESPA,250,53991.36,M
10812,20150102,IBOVESPA,259,54209.45,M
10813,20150102,IBOVESPA,267,54404.05,F
10814,20150102,IBOVESPA,270,54477.21,M
10815,20150102,IBOVESPA,278,54672.76,M
10816,20150102,IBOVESPA,287,54893.61,F
10817,20150102,IBOVESPA,289,54942.8,M
10818,20150102,IBOVESPA,299,55189.45,M
10819,20150102,IBOVESPA,307,55387.57,F
10820,20150102,IBOVESPA,311,55486.89,M
10821,20150102,IBOVESPA,321,55735.98,M
10822,20150102,IBOVESPA,327,55885.97,F
10823,20150102,IBOVESPA,331,55986.19,M
10824,20150102,IBOVESPA,341,56237.52,M
10825,20150102,IBOVESPA,349,56439.4,F
10826,20150102,IBOVESPA,370,56971.53,F
10827,20150102,IBOVESPA,374,57073.07,M
10828,20150102,IBOVESPA,384,57327.71,M
10829,20150102,IBOVESPA,390,57481.03,F
10830,20150102,IBOVESPA,405,57866.14,M
10831,20150102,IBOVESPA,412,58046.75,F
10832,20150102,IBOVESPA,422,58305.72,M
10833,20150102,IBOVESPA,427,58435.65,M
10834,20150102,IBOVESPA,433,58591.94,F
10835,20150102,IBOVESPA,439,58748.64,M
10836,20150102,IBOVESPA,448,58748.64,M
10837,20150102,IBOVESPA,453,58748.64,F
10838,20150102,IBOVESPA,459,58748.64,M
10839,20150102,IBOVESPA,468,58748.64,M
10840,20150102,IBOVESPA,472,58748.64,F
10841,20150102,IBOVESPA,494,58748.64,F
10842,20150102,IBOVESPA,501,58748.64,M
10843,20150102,IBOVESPA,511,58748.64,M
10844,20150102,IBOVESPA,516,58748.64,F
10845,20150102,IBOVESPA,533,58748.64,M
10846,20150102,IBOVESPA,536,58748.64,F
10847,20150102,IBOVESPA,545,58748.64,M
10848,20150102,IBOVESPA,551,58748.64,M
10849,20150102,IBOVESPA,556,58748.64,F
10850,20150102,IBOVESPA,564,58748.64,M
10851,20150102,IBOVESPA,573,58748.64,M
10852,20150102,IBOVESPA,577,58748.64,F
10853,20150102,IBOVESPA,582,58748.64,M
10854,20150102,IBOVESPA,591,58748.64,M
10855,20150102,IBOVESPA,596,58748.64,F
10856,20150102,IBOVESPA,616,58748.64,F
10857,20150102,IBOVESPA,625,58748.64,M
10858,20150102,IBOVESPA,635,58748.64,M
10859,20150102,IBOVESPA,638,58748.64,F
10860,20150102,IBOVESPA,656,58748.64,M
10861,20150102,IBOVESPA,660,58748.64,F
10862,20150102,IBOVESPA,673,58748.64,M
10863,20150102,IBOVESPA,678,58748.64,M
10864,20150102,IBOVESPA,679,58748.64,F
10865,20150102,IBOVESPA,689,58748.64,M
10866,20150102,IBOVESPA,698,58748.64,M
10867,20150102,IBOVESPA,700,58748.64,F
10868,20150102,IBOVESPA,719,58748.64,M
10869,20150102,IBOVESPA,720,58748.64,F
10870,20150102,IBOVESPA,741,58748.64,F
10871,20150102,IBOVESPA,750,58748.64,M
10872,20150102,IBOVESPA,759,58748.64,M
10873,20150102,IBOVESPA,760,58748.64,F
10874,20150102,IBOVESPA,780,58748.64,F
10875,20150102,IBOVESPA,790,58748.64,M
10876,20150102,IBOVESPA,800,58748.64,M
10877,20150102,IBOVESPA,802,58748.64,F
10878,20150102,IBOVESPA,811,58748.64,M
10879,20150102,IBOVESPA,821,58748.64,F
10880,20150102,IBOVESPA,832,58748.64,M
10881,20150102,IBOVESPA,841,58748.64,M
10882,20150102,IBOVESPA,874,58748.64,M
10883,20150102,IBOVESPA,884,58748.64,M
10884,20150102,IBOVESPA,906,58748.64,M
10885,20150102,IBOVESPA,919,58748.64,M
10886,20150102,IBOVESPA,928,58748.64,M
10887,20150102,IBOVESPA,938,58748.64,M
10888,20150102,IBOVESPA,947,58748.64,M
10889,20150102,IBOVESPA,969,58748.64,M
10890,20150102,IBOVESPA,987,58748.64,F
10891,20150102,IBOVESPA,1000,58748.64,M
10892,20150102,IBOVESPA,1009,58748.64,M
10893,20150102,IBOVESPA,1032,58748.64,M
10894,20150102,IBOVESPA,1042,58748.64,M
10895,20150102,IBOVESPA,1050,58748.64,M
10896,20150102,IBOVESPA,1061,58748.64,M
10897,20150102,IBOVESPA,1071,58748.64,M
10898,20150102,IBOVESPA,1082,58748.64,M
10899,20150102,IBOVESPA,1091,58748.64,M
10900,20150102,IBOVESPA,1123,58748.64,M
10901,20150102,IBOVESPA,1133,58748.64,M
10902,20150102,IBOVESPA,1156,58748.64,M
10903,20150102,IBOVESPA,1178,58748.64,M
10904,20150102,IBOVESPA,1189,58748.64,M
10905,20150102,IBOVESPA,1199,58748.64,M
10906,20150102,IBOVESPA,1222,58748.64,M
10907,20150102,IBOVESPA,1237,58748.64,F
10908,20150102,IBOVESPA,1253,58748.64,M
10909,20150102,IBOVESPA,1262,58748.64,M
10910,20150102,IBOVESPA,1285,58748.64,M
10911,20150102,IBOVESPA,1293,58748.64,M
10912,20150102,IBOVESPA,1303,58748.64,M
10913,20150102,IBOVESPA,1315,58748.64,M
10914,20150102,IBOVESPA,1324,58748.64,M
10915,20150102,IBOVESPA,1344,58748.64,M
10916,20150102,IBOVESPA,1376,58748.64,M
10917,20150102,IBOVESPA,1386,58748.64,M
10918,20150102,IBOVESPA,1409,58748.64,M
10919,20150102,IBOVESPA,1429,58748.64,M
10920,20150102,IBOVESPA,1441,58748.64,M
10921,20150102,IBOVESPA,1450,58748.64,M
10922,20150102,IBOVESPA,1471,58748.64,M
10923,20150102,IBOVESPA,1482,58748.64,F
10924,20150102,IBOVESPA,1504,58748.64,M
10925,20150102,IBOVESPA,1513,58748.64,M
10926,20150102,IBOVESPA,1534,58748.64,M
10927,20150102,IBOVESPA,1552,58748.64,M
10928,20150102,IBOVESPA,1565,58748.64,M
10929,20150102,IBOVESPA,1574,58748.64,M
10930,20150102,IBOVESPA,1595,58748.64,M
10931,20150102,IBOVESPA,1627,58748.64,M
10932,20150102,IBOVESPA,1637,58748.64,M
10933,20150102,IBOVESPA,1659,58748.64,M
10934,20150102,IBOVESPA,1680,58748.64,M
10935,20150102,IBOVESPA,1692,58748.64,M
10936,20150102,IBOVESPA,1701,58748.64,M
10937,20150102,IBOVESPA,1721,58748.64,M
10938,20150102,IBOVESPA,1729,58748.64,F
10939,20150102,IBOVESPA,1755,58748.64,M
10940,20150102,IBOVESPA,1765,58748.64,M
10941,20150102,IBOVESPA,1786,58748.64,M
10942,20150102,IBOVESPA,1804,58748.64,M
10943,20150102,IBOVESPA,1817,58748.64,M
10944,20150102,IBOVESPA,1827,58748.64,M
10945,20150102,IBOVESPA,1846,58748.64,M
10946,20150102,IBOVESPA,1879,58748.64,M
10947,20150102,IBOVESPA,1889,58748.64,M
10948,20150102,IBOVESPA,1910,58748.64,M
10949,20150102,IBOVESPA,1932,58748.64,M
10950,20150102,IBOVESPA,1944,58748.64,M
10951,20150102,IBOVESPA,1953,58748.64,M
10952,20150102,IBOVESPA,1973,58748.64,M
10953,20150102,IBOVESPA,1976,58748.64,F
10954,20150102,IBOVESPA,2006,58748.64,M
10955,20150102,IBOVESPA,2016,58748.64,M
10956,20150102,IBOVESPA,2038,58748.64,M
10957,20150102,IBOVESPA,2056,58748.64,M
10958,20150102,IBOVESPA,2069,58748.64,M
10959,20150102,IBOVESPA,2078,58748.64,M
10960,20150102,IBOVESPA,2096,58748.64,M
10961,20150102,IBOVESPA,2118,58748.64,M
10962,20150102,IBOVESPA,2130,58748.64,M
10963,20150102,IBOVESPA,2140,58748.64,M
10964,20150102,IBOVESPA,2161,58748.64,M
10965,20150102,IBOVESPA,2194,58748.64,M
10966,20150102,IBOVESPA,2203,58748.64,M
10967,20150102,IBOVESPA,2224,58748.64,F
10968,20150102,IBOVESPA,2255,58748.64,M
10969,20150102,IBOVESPA,2285,58748.64,M
10970,20150102,IBOVESPA,2347,58748.64,M
10971,20150102,IBOVESPA,2379,58748.64,M
10972,20150102,IBOVESPA,2412,58748.64,M
10973,20150102,IBOVESPA,2474,58748.64,F
10974,20150102,IBOVESPA,2478,58748.64,M
10975,20150102,IBOVESPA,2509,58748.64,M
10976,20150102,IBOVESPA,2541,58748.64,M
10977,20150102,IBOVESPA,2599,58748.64,M
10978,20150102,IBOVESPA,2631,58748.64,M
10979,20150102,IBOVESPA,2664,58748.64,M
10980,20150102,IBOVESPA,2722,58748.64,F
10981,20150102,IBOVESPA,2730,58748.64,M
10982,20150102,IBOVESPA,2762,58748.64,M
10983,20150102,IBOVESPA,2793,58748.64,M
10984,20150102,IBOVESPA,2852,58748.64,M
10985,20150102,IBOVESPA,2884,58748.64,M
10986,20150102,IBOVESPA,2917,58748.64,M
10987,20150102,IBOVESPA,2970,58748.64,F
10988,20150102,IBOVESPA,2979,58748.64,M
10989,20150102,IBOVESPA,3012,58748.64,M
10990,20150102,IBOVESPA,3040,58748.64,M
10991,20150102,IBOVESPA,3103,58748.64,M
10992,20150102,IBOVESPA,3135,58748.64,M
10993,20150102,IBOVESPA,3167,58748.64,M
10994,20150102,IBOVESPA,3216,58748.64,F
10995,20150102,IBOVESPA,3229,58748.64,M
10996,20150102,IBOVESPA,3263,58748.64,M
10997,20150102,IBOVESPA,3294,58748.64,M
10998,20150102,IBOVESPA,3353,58748.64,M
10999,20150102,IBOVESPA,3387,58748.64,M
11000,20150102,IBOVESPA,3418,58748.64,M
11001,20150102,IBOVESPA,3464,58748.64,F
11002,20150102,IBOVESPA,3481,58748.64,M
11003,20150102,IBOVESPA,3512,58748.64,M
11004,20150102,IBOVESPA,3542,58748.64,M
11005,20150102,IBOVESPA,3603,58748.64,M
11006,20150102,IBOVESPA,3636,58748.64,M
11007,20150102,IBOVESPA,3658,58748.64,M
11008,20150102,IBOVESPA,3668,58748.64,M
11009,20150102,IBOVESPA,3709,58748.64,F
11010,20150102,IBOVESPA,3731,58748.64,M
11011,20150102,IBOVESPA,3762,58748.64,M
11012,20150102,IBOVESPA,3794,58748.64,M
11013,20150102,IBOVESPA,3833,58748.64,F
11014,20150102,IBOVESPA,3853,58748.64,M
11015,20150102,IBOVESPA,3885,58748.64,M
11016,20150102,IBOVESPA,3918,58748.64,M
11017,20150102,IBOVESPA,3984,58748.64,M
11018,20150102,IBOVESPA,4015,58748.64,M
11019,20150102,IBOVESPA,4047,58748.64,M
11020,20150102,IBOVESPA,4105,58748.64,M
11021,20150102,IBOVESPA,4170,58748.64,M
11022,20150102,IBOVESPA,4236,58748.64,M
11023,20150102,IBOVESPA,4297,58748.64,M
11024,20150102,IBOVESPA,4360,58748.64,M
11025,20150102,IBOVESPA,4424,58748.64,M
11026,20150102,IBOVESPA,4486,58748.64,M
11027,20150102,IBOVESPA,4551,58748.64,M
11028,20150102,IBOVESPA,4611,58748.64,M
11029,20150102,IBOVESPA,4675,58748.64,M
11030,20150102,IBOVESPA,4738,58748.64,M
11031,20150102,IBOVESPA,4803,58748.64,M
11032,20150102,IBOVESPA,4861,58748.64,M
11033,20150102,IBOVESPA,4926,58748.64,M
11034,20150102,IBOVESPA,4989,58748.64,M
11035,20150102,IBOVESPA,5050,58748.64,M
11036,20150102,IBOVESPA,5111,58748.64,M
11037,20150102,IBOVESPA,5176,58748.64,M
11038,20150102,IBOVESPA,5239,58748.64,M
11039,20150102,IBOVESPA,5302,58748.64,M
11040,20150102,IBOVESPA,5361,58748.64,M
11041,20150102,IBOVESPA,5426,58748.64,M
11042,20150102,IBOVESPA,5492,58748.64,M
11043,20150102,IBOVESPA,5555,58748.64,M
11044,20150102,IBOVESPA,5614,58748.64,M
11045,20150102,IBOVESPA,5679,58748.64,M
11046,20150102,IBOVESPA,5741,58748.64,M
11047,20150102,IBOVESPA,5804,58748.64,M
11048,20150102,IBOVESPA,5865,58748.64,M
11049,20150102,IBOVESPA,5929,58748.64,M
11050,20150102,IBOVESPA,5991,58748.64,M
11051,20150102,IBOVESPA,6056,58748.64,M
11052,20150102,IBOVESPA,6116,58748.64,M
11053,20150102,IBOVESPA,6180,58748.64,M
11054,20150102,IBOVESPA,6243,58748.64,M
11055,20150102,IBOVESPA,6306,58748.64,M
11056,20150102,IBOVESPA,6368,58748.64,M
11057,20150102,IBOVESPA,6433,58748.64,M
11058,20150102,IBOVESPA,6496,58748.64,M
11059,20150102,IBOVESPA,6559,58748.64,M
11060,20150102,IBOVESPA,6618,58748.64,M
11061,20150102,IBOVESPA,6683,58748.64,M
11062,20150102,IBOVESPA,6749,58748.64,M
11063,20150102,IBOVESPA,6812,58748.64,M
11064,20150102,IBOVESPA,6870,58748.64,M
11065,20150102,IBOVESPA,6935,58748.64,M
11066,20150102,IBOVESPA,7001,58748.64,M
11067,20150102,IBOVESPA,7062,58748.64,M
11068,20150102,IBOVESPA,7123,58748.64,M
11069,20150102,IBOVESPA,7188,58748.64,M
11070,20150102,IBOVESPA,7250,58748.64,M
11071,20150102,IBOVESPA,7313,58748.64,M
11072,20150102,IBOVESPA,7374,58748.64,M
11073,20150102,IBOVESPA,7438,58748.64,M
11074,20150102,IBOVESPA,7501,58748.64,M
11075,20150102,IBOVESPA,7566,58748.64,M
11076,20150102,IBOVESPA,7624,58748.64,M
11077,20150102,IBOVESPA,7689,58748.64,M
11078,20150102,IBOVESPA,7813,58748.64,M
11079,20150102,IBOVESPA,7939,58748.64,M
11080,20150102,IBOVESPA,8065,58748.64,M
11081,20150102,IBOVESPA,8189,58748.64,M
11082,20150102,IBOVESPA,8318,58748.64,M
11083,20150102,IBOVESPA,8442,58748.64,M
11084,20150102,IBOVESPA,8567,58748.64,M
11085,20150102,IBOVESPA,8692,58748.64,M
11086,20150102,IBOVESPA,8819,58748.64,M
11087,20150102,IBOVESPA,8943,58748.64,M
10976,20150105,IBOVESPA,1,47693.0,F
10977,20150105,IBOVESPA,8,47783.43,M
10978,20150105,IBOVESPA,19,47908.05,M
10979,20150105,IBOVESPA,20,47919.4,M
10980,20150105,IBOVESPA,22,47942.1,F
10981,20150105,IBOVESPA,25,47976.17,F
10982,20150105,IBOVESPA,30,48033.0,M
10983,20150105,IBOVESPA,36,48162.04,M
10984,20150105,IBOVESPA,37,48183.58,M
10985,20150105,IBOVESPA,38,48205.13,M
10986,20150105,IBOVESPA,42,48291.43,F
10987,20150105,IBOVESPA,43,48313.03,M
10988,20150105,IBOVESPA,48,48421.17,M
10989,20150105,IBOVESPA,52,48507.85,M
10990,20150105,IBOVESPA,53,48529.55,M
10991,20150105,IBOVESPA,59,48659.93,M
10992,20150105,IBOVESPA,60,48681.69,M
10993,20150105,IBOVESPA,62,48725.25,F
10994,20150105,IBOVESPA,69,48878.0,M
10995,20150105,IBOVESPA,78,49081.72,M
10996,20150105,IBOVESPA,79,49104.41,M
10997,20150105,IBOVESPA,80,49127.11,M
10998,20150105,IBOVESPA,81,49149.82,F
10999,20150105,IBOVESPA,89,49331.87,M
11000,20150105,IBOVESPA,99,49560.39,M
11001,20150105,IBOVESPA,100,49583.3,M
11002,20150105,IBOVESPA,103,49652.09,F
11003,20150105,IBOVESPA,109,49789.96,M
11004,20150105,IBOVESPA,111,49836.0,M
11005,20150105,IBOVESPA,113,49882.49,M
11006,20150105,IBOVESPA,119,50022.2,M
11007,20150105,IBOVESPA,120,50045.53,M
11008,20150105,IBOVESPA,121,50068.86,M
11009,20150105,IBOVESPA,124,50138.93,F
11010,20150105,IBOVESPA,131,50302.81,M
11011,20150105,IBOVESPA,142,50561.42,M
11012,20150105,IBOVESPA,143,50585.0,M
11013,20150105,IBOVESPA,144,50608.58,F
11014,20150105,IBOVESPA,151,50774.0,M
11015,20150105,IBOVESPA,154,50845.12,M
