,Data do Pregao,Ativo,DU,Taxa,Fixo/Movel
3806,20100104,IBOVESPA,1,69769.0,F
3807,20100104,IBOVESPA,9,70065.55,M
3808,20100104,IBOVESPA,20,70475.36,M
3809,20100104,IBOVESPA,22,70550.13,F
3810,20100104,IBOVESPA,30,70850.0,M
3811,20100104,IBOVESPA,38,70996.73,M
3812,20100104,IBOVESPA,42,71070.21,F
3813,20100104,IBOVESPA,48,71180.57,M
3814,20100104,IBOVESPA,61,71420.28,M
3815,20100104,IBOVESPA,62,71438.75,F
3816,20100104,IBOVESPA,70,71588.9,M
3817,20100104,IBOVESPA,81,71817.04,M
3818,20100104,IBOVESPA,82,71837.82,F
3819,20100104,IBOVESPA,91,72025.07,M
3820,20100104,IBOVESPA,102,72254.61,M
3821,20100104,IBOVESPA,104,72296.42,F
3822,20100104,IBOVESPA,111,72442.95,M
3823,20100104,IBOVESPA,123,72726.89,M
3824,20100104,IBOVESPA,125,72774.81,F
3825,20100104,IBOVESPA,133,72966.79,M
3826,20100104,IBOVESPA,145,73255.72,F
3827,20100104,IBOVESPA,155,73497.36,M
3828,20100104,IBOVESPA,167,73802.23,F
3829,20100104,IBOVESPA,188,74343.68,F
3830,20100104,IBOVESPA,197,74582.52,M
3831,20100104,IBOVESPA,208,74899.44,F
3832,20100104,IBOVESPA,227,75450.03,F
3833,20100104,IBOVESPA,249,76090.79,F
3834,20100104,IBOVESPA,251,76149.38,M
3835,20100104,IBOVESPA,261,76456.91,M
3836,20100104,IBOVESPA,271,76769.16,F
3837,20100104,IBOVESPA,291,77389.54,F
3838,20100104,IBOVESPA,311,78014.18,F
3839,20100104,IBOVESPA,313,78075.09,M
3840,20100104,IBOVESPA,323,78399.23,M
3841,20100104,IBOVESPA,331,78658.37,F
3842,20100104,IBOVESPA,352,79349.72,F
3843,20100104,IBOVESPA,372,80013.5,F
3844,20100104,IBOVESPA,375,80107.65,M
3845,20100104,IBOVESPA,385,80446.36,M
3846,20100104,IBOVESPA,394,80752.1,F
3847,20100104,IBOVESPA,416,81499.38,F
3848,20100104,IBOVESPA,435,82152.5,F
3849,20100104,IBOVESPA,440,82331.8,M
3850,20100104,IBOVESPA,449,82640.2,M
3851,20100104,IBOVESPA,456,82879.49,F
3852,20100104,IBOVESPA,476,83564.18,F
3853,20100104,IBOVESPA,497,84301.33,F
3854,20100104,IBOVESPA,502,84476.43,M
3855,20100104,IBOVESPA,512,84836.7,M
3856,20100104,IBOVESPA,518,85050.17,F
3857,20100104,IBOVESPA,538,85775.52,F
3858,20100104,IBOVESPA,560,86595.88,F
3859,20100104,IBOVESPA,565,86774.47,M
3860,20100104,IBOVESPA,574,87118.87,M
3861,20100104,IBOVESPA,579,87317.48,F
3862,20100104,IBOVESPA,600,88118.43,F
3863,20100104,IBOVESPA,621,88934.6,F
3864,20100104,IBOVESPA,627,89176.27,M
3865,20100104,IBOVESPA,637,89553.28,M
3866,20100104,IBOVESPA,642,89745.88,F
3867,20100104,IBOVESPA,663,90550.03,F
3868,20100104,IBOVESPA,684,91344.69,F
3869,20100104,IBOVESPA,691,91623.21,M
3870,20100104,IBOVESPA,700,91962.43,M
3871,20100104,IBOVESPA,705,92150.41,F
3872,20100104,IBOVESPA,723,92836.41,F
3873,20100104,IBOVESPA,745,93678.99,F
3874,20100104,IBOVESPA,753,93988.07,M
3875,20100104,IBOVESPA,762,94340.04,M
3876,20100104,IBOVESPA,765,94449.29,F
3877,20100104,IBOVESPA,784,95196.82,F
3878,20100104,IBOVESPA,805,96027.17,F
3879,20100104,IBOVESPA,813,96352.73,M
3880,20100104,IBOVESPA,823,96769.02,M
3881,20100104,IBOVESPA,826,96895.87,F
3882,20100104,IBOVESPA,876,99009.21,M
3883,20100104,IBOVESPA,886,99409.24,M
3884,20100104,IBOVESPA,942,101680.03,M
3885,20100104,IBOVESPA,952,102092.7,M
3886,20100104,IBOVESPA,995,103888.95,F
3887,20100104,IBOVESPA,1006,104353.08,M
3888,20100104,IBOVESPA,1015,104744.83,M
3889,20100104,IBOVESPA,1067,107042.51,M
3890,20100104,IBOVESPA,1077,107485.37,M
3891,20100104,IBOVESPA,1128,109776.45,M
3892,20100104,IBOVESPA,1138,110259.48,M
3893,20100104,IBOVESPA,1194,113007.77,M
3894,20100104,IBOVESPA,1204,113486.64,M
3895,20100104,IBOVESPA,1243,115366.21,F
3896,20100104,IBOVESPA,1259,116145.06,M
3897,20100104,IBOVESPA,1268,116604.15,M
3898,20100104,IBOVESPA,1320,119291.85,M
3899,20100104,IBOVESPA,1329,119761.78,M
3900,20100104,IBOVESPA,1381,122521.36,M
3901,20100104,IBOVESPA,1391,123057.18,M
3902,20100104,IBOVESPA,1446,126060.6,M
3903,20100104,IBOVESPA,1455,126558.34,M
3904,20100104,IBOVESPA,1490,128508.39,F
3905,20100104,IBOVESPA,1509,129582.86,M
3906,20100104,IBOVESPA,1518,130104.8,M
3907,20100104,IBOVESPA,1570,133148.11,M
3908,20100104,IBOVESPA,1580,133735.25,M
3909,20100104,IBOVESPA,1633,136925.34,M
3910,20100104,IBOVESPA,1643,137532.93,M
3911,20100104,IBOVESPA,1698,140942.16,M
3912,20100104,IBOVESPA,1707,141505.0,M
3913,20100104,IBOVESPA,1735,143277.26,F
3914,20100104,IBOVESPA,1760,144879.65,M
3915,20100104,IBOVESPA,1770,145494.07,M
3916,20100104,IBOVESPA,1823,148811.1,M
3917,20100104,IBOVESPA,1832,149382.13,M
3918,20100104,IBOVESPA,1884,152722.75,M
