,Data do Pregao,Ativo,DU,Taxa,Fixo/Movel
720,20030102,DIxPRE,1,24.82,
721,20030102,DIxPRE,22,25.25,
722,20030102,DIxPRE,42,25.95,
723,20030102,DIxPRE,62,26.37,
724,20030102,DIxPRE,81,26.58,
725,20030102,DIxPRE,102,26.87,
726,20030102,DIxPRE,123,27.08,
727,20030102,DIxPRE,144,27.36,
728,20030102,DIxPRE,166,27.58,
729,20030102,DIxPRE,186,27.74,
730,20030102,DIxPRE,208,28.03,
731,20030102,DIxPRE,230,28.28,
732,20030102,DIxPRE,250,28.47,
733,20030102,DIxPRE,270,28.77,
734,20030102,DIxPRE,290,29.05,
735,20030102,DIxPRE,312,29.32,
736,20030102,DIxPRE,330,29.63,
737,20030102,DIxPRE,352,30.0,
738,20030102,DIxPRE,373,30.31,
739,20030102,DIxPRE,394,30.71,
740,20030102,DIxPRE,415,31.1,
741,20030102,DIxPRE,436,31.45,
742,20030102,DIxPRE,457,31.82,
743,20030102,DIxPRE,475,32.13,
744,20030102,DIxPRE,497,32.48,
745,20030102,DIxPRE,519,32.85,
746,20030102,DIxPRE,538,33.16,
747,20030102,DIxPRE,559,33.49,
748,20030102,DIxPRE,580,33.82,
749,20030102,DIxPRE,601,34.14,
750,20030102,DIxPRE,620,34.42,
751,20030102,DIxPRE,642,34.7,
752,20030102,DIxPRE,664,34.96,
753,20030102,DIxPRE,684,35.19,
754,20030102,DIxPRE,704,35.42,
755,20030102,DIxPRE,724,35.65,
756,20030102,DIxPRE,746,35.88,
757,20030102,DIxPRE,766,36.09,
758,20030102,DIxPRE,788,36.31,
759,20030102,DIxPRE,808,36.5,
760,20030102,DIxPRE,828,36.69,
761,20030102,DIxPRE,992,38.2,
762,20030102,DIxPRE,1239,39.77,
763,20030102,DIxPRE,1487,40.84,
764,20030102,DIxPRE,1734,41.6,
720,20030103,DIxPRE,1,24.83,
721,20030103,DIxPRE,21,25.11,
722,20030103,DIxPRE,41,25.7,
723,20030103,DIxPRE,62,26.21,
724,20030103,DIxPRE,81,26.51,
725,20030103,DIxPRE,101,26.68,
726,20030103,DIxPRE,122,26.81,
727,20030103,DIxPRE,144,27.05,
728,20030103,DIxPRE,165,27.22,
729,20030103,DIxPRE,186,27.35,
730,20030103,DIxPRE,208,27.58,
731,20030103,DIxPRE,230,27.77,
732,20030103,DIxPRE,249,27.9,
733,20030103,DIxPRE,270,28.17,
734,20030103,DIxPRE,290,28.41,
735,20030103,DIxPRE,311,28.62,
736,20030103,DIxPRE,330,28.94,
737,20030103,DIxPRE,352,29.29,
738,20030103,DIxPRE,373,29.59,
739,20030103,DIxPRE,393,29.96,
740,20030103,DIxPRE,415,30.34,
741,20030103,DIxPRE,436,30.67,
742,20030103,DIxPRE,456,31.03,
743,20030103,DIxPRE,475,31.35,
744,20030103,DIxPRE,497,31.7,
745,20030103,DIxPRE,519,32.05,
746,20030103,DIxPRE,537,32.34,
747,20030103,DIxPRE,559,32.67,
748,20030103,DIxPRE,579,33.0,
749,20030103,DIxPRE,600,33.35,
750,20030103,DIxPRE,620,33.66,
751,20030103,DIxPRE,642,33.94,
752,20030103,DIxPRE,664,34.17,
753,20030103,DIxPRE,683,34.36,
754,20030103,DIxPRE,704,34.56,
755,20030103,DIxPRE,724,34.74,
756,20030103,DIxPRE,745,34.92,
757,20030103,DIxPRE,766,35.11,
758,20030103,DIxPRE,788,35.32,
759,20030103,DIxPRE,808,35.51,
760,20030103,DIxPRE,827,35.66,
761,20030103,DIxPRE,992,36.76,
762,20030103,DIxPRE,1239,37.95,
763,20030103,DIxPRE,1487,38.75,
764,20030103,DIxPRE,1734,39.33,
720,20030106,DIxPRE,1,24.83,
721,20030106,DIxPRE,22,25.26,
722,20030106,DIxPRE,42,25.57,
723,20030106,DIxPRE,63,25.82,
724,20030106,DIxPRE,81,25.95,
725,20030106,DIxPRE,103,26.06,
726,20030106,DIxPRE,126,26.17,
727,20030106,DIxPRE,144,26.29,
728,20030106,DIxPRE,166,26.41,
729,20030106,DIxPRE,188,26.51,
730,20030106,DIxPRE,209,26.65,
731,20030106,DIxPRE,230,26.77,
732,20030106,DIxPRE,252,26.89,
733,20030106,DIxPRE,272,27.08,
734,20030106,DIxPRE,290,27.23,
735,20030106,DIxPRE,312,27.38,
736,20030106,DIxPRE,332,27.62,
737,20030106,DIxPRE,353,27.85,
738,20030106,DIxPRE,373,28.05,
739,20030106,DIxPRE,395,28.37,
740,20030106,DIxPRE,417,28.67,
741,20030106,DIxPRE,436,28.9,
742,20030106,DIxPRE,457,29.2,
743,20030106,DIxPRE,477,29.46,
744,20030106,DIxPRE,498,29.72,
745,20030106,DIxPRE,519,30.0,
746,20030106,DIxPRE,539,30.26,
747,20030106,DIxPRE,560,30.51,
748,20030106,DIxPRE,579,30.76,
749,20030106,DIxPRE,601,31.04,
750,20030106,DIxPRE,622,31.29,
751,20030106,DIxPRE,643,31.55,
752,20030106,DIxPRE,664,31.8,
753,20030106,DIxPRE,685,32.03,
754,20030106,DIxPRE,706,32.24,
755,20030106,DIxPRE,724,32.42,
756,20030106,DIxPRE,746,32.63,
757,20030106,DIxPRE,768,32.82,
758,20030106,DIxPRE,789,32.99,
759,20030106,DIxPRE,808,33.13,
760,20030106,DIxPRE,829,33.3,
761,20030106,DIxPRE,994,34.22,
762,20030106,DIxPRE,1239,34.99,
763,20030106,DIxPRE,1489,35.52,
764,20030106,DIxPRE,1734,35.9,
720,20030107,DIxPRE,1,24.82,
721,20030107,DIxPRE,22,25.23,
722,20030107,DIxPRE,42,25.49,
723,20030107,DIxPRE,62,25.68,
724,20030107,DIxPRE,81,25.78,
725,20030107,DIxPRE,103,25.85,
726,20030107,DIxPRE,125,25.94,
727,20030107,DIxPRE,144,26.08,
728,20030107,DIxPRE,166,26.2,
729,20030107,DIxPRE,188,26.3,
730,20030107,DIxPRE,208,26.44,
731,20030107,DIxPRE,230,26.56,
732,20030107,DIxPRE,251,26.66,
733,20030107,DIxPRE,271,26.81,
734,20030107,DIxPRE,290,26.93,
735,20030107,DIxPRE,312,27.05,
736,20030107,DIxPRE,332,27.27,
737,20030107,DIxPRE,352,27.46,
738,20030107,DIxPRE,373,27.64,
739,20030107,DIxPRE,395,27.92,
740,20030107,DIxPRE,416,28.16,
741,20030107,DIxPRE,436,28.37,
742,20030107,DIxPRE,457,28.65,
743,20030107,DIxPRE,477,28.91,
744,20030107,DIxPRE,497,29.14,
745,20030107,DIxPRE,519,29.4,
746,20030107,DIxPRE,539,29.61,
747,20030107,DIxPRE,559,29.81,
748,20030107,DIxPRE,579,30.04,
749,20030107,DIxPRE,601,30.29,
750,20030107,DIxPRE,622,30.51,
751,20030107,DIxPRE,642,30.75,
752,20030107,DIxPRE,664,31.0,
753,20030107,DIxPRE,685,31.23,
754,20030107,DIxPRE,705,31.43,
755,20030107,DIxPRE,724,31.61,
756,20030107,DIxPRE,746,31.81,
757,20030107,DIxPRE,768,31.97,
758,20030107,DIxPRE,788,32.09,
759,20030107,DIxPRE,808,32.21,
760,20030107,DIxPRE,829,32.37,
761,20030107,DIxPRE,993,33.43,
762,20030107,DIxPRE,1239,34.99,
763,20030107,DIxPRE,1489,36.05,
764,20030107,DIxPRE,1734,36.8,
720,20030108,DIxPRE,1,24.84,
721,20030108,DIxPRE,22,25.12,
722,20030108,DIxPRE,41,25.24,
723,20030108,DIxPRE,62,25.34,
724,20030108,DIxPRE,81,25.44,
725,20030108,DIxPRE,103,25.51,
726,20030108,DIxPRE,124,25.6,
727,20030108,DIxPRE,144,25.74,
728,20030108,DIxPRE,166,25.86,
729,20030108,DIxPRE,187,25.96,
730,20030108,DIxPRE,208,26.12,
731,20030108,DIxPRE,230,26.25,
732,20030108,DIxPRE,250,26.36,
733,20030108,DIxPRE,270,26.52,
734,20030108,DIxPRE,290,26.66,
735,20030108,DIxPRE,312,26.79,
736,20030108,DIxPRE,331,26.95,
737,20030108,DIxPRE,352,27.11,
738,20030108,DIxPRE,373,27.25,
739,20030108,DIxPRE,395,27.47,
740,20030108,DIxPRE,415,27.66,
741,20030108,DIxPRE,436,27.83,
742,20030108,DIxPRE,457,28.06,
743,20030108,DIxPRE,476,28.26,
744,20030108,DIxPRE,497,28.46,
745,20030108,DIxPRE,519,28.69,
746,20030108,DIxPRE,539,28.89,
747,20030108,DIxPRE,558,29.06,
748,20030108,DIxPRE,579,29.3,
749,20030108,DIxPRE,600,29.54,
750,20030108,DIxPRE,621,29.76,
751,20030108,DIxPRE,642,29.95,
752,20030108,DIxPRE,664,30.14,
753,20030108,DIxPRE,685,30.31,
754,20030108,DIxPRE,704,30.47,
755,20030108,DIxPRE,724,30.64,
756,20030108,DIxPRE,746,30.81,
757,20030108,DIxPRE,767,30.96,
758,20030108,DIxPRE,788,31.11,
759,20030108,DIxPRE,808,31.25,
760,20030108,DIxPRE,828,31.35,
761,20030108,DIxPRE,992,31.96,
762,20030108,DIxPRE,1239,32.89,
763,20030108,DIxPRE,1488,33.52,
764,20030108,DIxPRE,1734,33.97,
720,20030109,DIxPRE,1,24.83,
721,20030109,DIxPRE,22,25.1,
722,20030109,DIxPRE,40,25.21,
723,20030109,DIxPRE,62,25.28,
724,20030109,DIxPRE,81,25.36,
725,20030109,DIxPRE,102,25.41,
726,20030109,DIxPRE,123,25.48,
727,20030109,DIxPRE,144,25.61,
728,20030109,DIxPRE,166,25.72,
729,20030109,DIxPRE,186,25.81,
730,20030109,DIxPRE,208,25.97,
731,20030109,DIxPRE,230,26.11,
732,20030109,DIxPRE,249,26.21,
733,20030109,DIxPRE,270,26.32,
734,20030109,DIxPRE,290,26.42,
735,20030109,DIxPRE,312,26.52,
736,20030109,DIxPRE,330,26.7,
737,20030109,DIxPRE,352,26.89,
738,20030109,DIxPRE,373,27.06,
739,20030109,DIxPRE,394,27.26,
740,20030109,DIxPRE,415,27.43,
741,20030109,DIxPRE,436,27.59,
742,20030109,DIxPRE,457,27.82,
743,20030109,DIxPRE,475,28.0,
744,20030109,DIxPRE,497,28.21,
745,20030109,DIxPRE,519,28.38,
746,20030109,DIxPRE,538,28.51,
747,20030109,DIxPRE,558,28.64,
748,20030109,DIxPRE,579,28.84,
749,20030109,DIxPRE,600,29.04,
750,20030109,DIxPRE,620,29.22,
751,20030109,DIxPRE,642,29.41,
752,20030109,DIxPRE,664,29.6,
753,20030109,DIxPRE,684,29.76,
754,20030109,DIxPRE,704,29.93,
755,20030109,DIxPRE,724,30.09,
756,20030109,DIxPRE,746,30.26,
757,20030109,DIxPRE,766,30.4,
758,20030109,DIxPRE,788,30.53,
759,20030109,DIxPRE,808,30.65,
760,20030109,DIxPRE,827,30.76,
761,20030109,DIxPRE,992,31.71,
762,20030109,DIxPRE,1239,32.79,
763,20030109,DIxPRE,1487,33.53,
764,20030109,DIxPRE,1734,34.05,
720,20030110,DIxPRE,1,24.82,
721,20030110,DIxPRE,21,24.94,
722,20030110,DIxPRE,40,24.95,
723,20030110,DIxPRE,62,24.93,
724,20030110,DIxPRE,81,24.88,
725,20030110,DIxPRE,101,24.87,
726,20030110,DIxPRE,122,24.91,
727,20030110,DIxPRE,144,25.03,
728,20030110,DIxPRE,165,25.11,
729,20030110,DIxPRE,186,25.2,
730,20030110,DIxPRE,208,25.37,
731,20030110,DIxPRE,230,25.51,
732,20030110,DIxPRE,248,25.61,
733,20030110,DIxPRE,270,25.79,
734,20030110,DIxPRE,290,25.93,
735,20030110,DIxPRE,311,26.07,
736,20030110,DIxPRE,330,26.26,
737,20030110,DIxPRE,352,26.45,
738,20030110,DIxPRE,373,26.62,
739,20030110,DIxPRE,393,26.77,
740,20030110,DIxPRE,415,26.92,
741,20030110,DIxPRE,436,27.05,
742,20030110,DIxPRE,456,27.24,
743,20030110,DIxPRE,475,27.4,
744,20030110,DIxPRE,497,27.58,
745,20030110,DIxPRE,519,27.79,
746,20030110,DIxPRE,537,27.95,
747,20030110,DIxPRE,558,28.13,
748,20030110,DIxPRE,579,28.31,
749,20030110,DIxPRE,599,28.47,
750,20030110,DIxPRE,620,28.63,
751,20030110,DIxPRE,642,28.85,
752,20030110,DIxPRE,664,29.07,
753,20030110,DIxPRE,683,29.25,
754,20030110,DIxPRE,704,29.44,
755,20030110,DIxPRE,724,29.6,
756,20030110,DIxPRE,745,29.76,
757,20030110,DIxPRE,766,29.91,
758,20030110,DIxPRE,788,30.05,
759,20030110,DIxPRE,808,30.17,
760,20030110,DIxPRE,826,30.31,
761,20030110,DIxPRE,992,31.22,
762,20030110,DIxPRE,1239,32.0,
763,20030110,DIxPRE,1487,32.52,
764,20030110,DIxPRE,1734,32.9,
720,20030113,DIxPRE,1,24.83,
721,20030113,DIxPRE,22,25.0,
722,20030113,DIxPRE,42,25.05,
723,20030113,DIxPRE,63,25.05,
724,20030113,DIxPRE,81,25.04,
725,20030113,DIxPRE,103,25.05,
726,20030113,DIxPRE,126,25.16,
727,20030113,DIxPRE,144,25.3,
728,20030113,DIxPRE,166,25.43,
729,20030113,DIxPRE,188,25.58,
730,20030113,DIxPRE,209,25.78,
731,20030113,DIxPRE,230,25.94,
732,20030113,DIxPRE,252,26.09,
733,20030113,DIxPRE,272,26.26,
734,20030113,DIxPRE,290,26.39,
735,20030113,DIxPRE,312,26.54,
736,20030113,DIxPRE,332,26.72,
737,20030113,DIxPRE,353,26.88,
738,20030113,DIxPRE,373,27.03,
739,20030113,DIxPRE,395,27.27,
740,20030113,DIxPRE,417,27.49,
741,20030113,DIxPRE,436,27.66,
742,20030113,DIxPRE,456,27.85,
743,20030113,DIxPRE,477,28.03,
744,20030113,DIxPRE,498,28.2,
745,20030113,DIxPRE,519,28.35,
746,20030113,DIxPRE,539,28.48,
747,20030113,DIxPRE,560,28.61,
748,20030113,DIxPRE,579,28.79,
749,20030113,DIxPRE,600,28.97,
750,20030113,DIxPRE,622,29.15,
751,20030113,DIxPRE,643,29.32,
752,20030113,DIxPRE,664,29.48,
753,20030113,DIxPRE,685,29.64,
754,20030113,DIxPRE,706,29.81,
755,20030113,DIxPRE,724,29.96,
756,20030113,DIxPRE,746,30.13,
757,20030113,DIxPRE,768,30.28,
758,20030113,DIxPRE,789,30.41,
759,20030113,DIxPRE,808,30.53,
760,20030113,DIxPRE,828,30.66,
761,20030113,DIxPRE,994,31.48,
762,20030113,DIxPRE,1239,32.4,
763,20030113,DIxPRE,1489,33.03,
764,20030113,DIxPRE,1734,33.47,
720,20030114,DIxPRE,1,24.83,
721,20030114,DIxPRE,22,25.03,
722,20030114,DIxPRE,42,25.04,
723,20030114,DIxPRE,62,25.01,
724,20030114,DIxPRE,81,24.98,
725,20030114,DIxPRE,103,24.94,
726,20030114,DIxPRE,125,25.02,
727,20030114,DIxPRE,144,25.14,
728,20030114,DIxPRE,166,25.25,
729,20030114,DIxPRE,188,25.38,
730,20030114,DIxPRE,208,25.56,
731,20030114,DIxPRE,230,25.72,
732,20030114,DIxPRE,251,25.87,
733,20030114,DIxPRE,271,26.06,
734,20030114,DIxPRE,290,26.22,
735,20030114,DIxPRE,312,26.38,
736,20030114,DIxPRE,332,26.54,
737,20030114,DIxPRE,352,26.69,
738,20030114,DIxPRE,373,26.84,
739,20030114,DIxPRE,395,27.02,
