,Data do Pregao,Ativo,DU,Taxa,Fixo/Movel
2280,20080102,IBOVESPA,1,62847.0,F
2281,20080102,IBOVESPA,9,62972.04,M
2282,20080102,IBOVESPA,21,63160.06,M
2283,20080102,IBOVESPA,22,63175.75,F
2284,20080102,IBOVESPA,30,63304.92,M
2285,20080102,IBOVESPA,40,63479.8,M
2286,20080102,IBOVESPA,41,63497.32,F
2287,20080102,IBOVESPA,51,63672.74,M
2288,20080102,IBOVESPA,60,63831.03,M
2289,20080102,IBOVESPA,61,63848.64,F
2290,20080102,IBOVESPA,71,64025.03,M
2291,20080102,IBOVESPA,81,64209.63,M
2292,20080102,IBOVESPA,82,64228.21,F
2293,20080102,IBOVESPA,91,64395.63,M
2294,20080102,IBOVESPA,101,64582.17,M
2295,20080102,IBOVESPA,102,64600.86,F
2296,20080102,IBOVESPA,112,64787.99,M
2297,20080102,IBOVESPA,122,64991.03,F
2298,20080102,IBOVESPA,123,65011.75,M
2299,20080102,IBOVESPA,133,65219.35,M
2300,20080102,IBOVESPA,144,65448.46,F
2301,20080102,IBOVESPA,145,65469.33,M
2302,20080102,IBOVESPA,156,65699.33,M
2303,20080102,IBOVESPA,166,65909.12,F
2304,20080102,IBOVESPA,177,66140.66,M
2305,20080102,IBOVESPA,187,66351.86,F
2306,20080102,IBOVESPA,188,66373.02,M
2307,20080102,IBOVESPA,189,66394.18,M
2308,20080102,IBOVESPA,199,66606.19,M
2309,20080102,IBOVESPA,208,66797.57,F
2310,20080102,IBOVESPA,211,66861.49,M
2311,20080102,IBOVESPA,222,67096.38,M
2312,20080102,IBOVESPA,230,67267.72,F
2313,20080102,IBOVESPA,231,67289.17,M
2314,20080102,IBOVESPA,242,67525.56,M
2315,20080102,IBOVESPA,251,67722.99,F
2316,20080102,IBOVESPA,253,67768.06,M
2317,20080102,IBOVESPA,254,67790.32,M
2318,20080102,IBOVESPA,263,68004.37,M
2319,20080102,IBOVESPA,270,68170.4,F
2320,20080102,IBOVESPA,274,68266.71,M
2321,20080102,IBOVESPA,285,68530.12,M
2322,20080102,IBOVESPA,290,68650.15,F
2323,20080102,IBOVESPA,292,68698.07,M
2324,20080102,IBOVESPA,303,68962.93,M
2325,20080102,IBOVESPA,312,69177.39,F
2326,20080102,IBOVESPA,314,69228.81,M
2327,20080102,IBOVESPA,315,69253.41,M
2328,20080102,IBOVESPA,324,69471.39,M
2329,20080102,IBOVESPA,331,69643.67,F
2330,20080102,IBOVESPA,334,69714.84,M
2331,20080102,IBOVESPA,344,69959.02,M
